Created from SDDS file: BYBL_Ramp.param
No description	
No description	

Table 1
ElementName	ElementParameter	ParameterValue	ElementType	ElementOccurence	ElementGroup	
APERTURE	L	0	ECOL	15	""	
APERTURE	X_MAX	0.02	ECOL	15	""	
APERTURE	Y_MAX	0.012	ECOL	15	""	
APERTURE	DX	0	ECOL	15	""	
APERTURE	DY	0	ECOL	15	""	
APERTURE	EXPONENT	2	ECOL	15	""	
BFMAG	L	1.24	CSBEND	4	""	
BFMAG	ANGLE	0.0570255	CSBEND	4	""	
BFMAG	K1	0.82	CSBEND	4	""	
BFMAG	K2	3.5	CSBEND	4	""	
BFMAG	K3	0	CSBEND	4	""	
BFMAG	K4	0	CSBEND	4	""	
BFMAG	K5	0	CSBEND	4	""	
BFMAG	K6	0	CSBEND	4	""	
BFMAG	K7	0	CSBEND	4	""	
BFMAG	K8	0	CSBEND	4	""	
BFMAG	E1	0.028513	CSBEND	4	""	
BFMAG	E2	0.028513	CSBEND	4	""	
BFMAG	TILT	0	CSBEND	4	""	
BFMAG	H1	0	CSBEND	4	""	
BFMAG	H2	0	CSBEND	4	""	
BFMAG	HGAP	0	CSBEND	4	""	
BFMAG	FINT	0.5	CSBEND	4	""	
BFMAG	DX	0	CSBEND	4	""	
BFMAG	DY	0	CSBEND	4	""	
BFMAG	DZ	0	CSBEND	4	""	
BFMAG	FSE	0	CSBEND	4	""	
BFMAG	ETILT	0	CSBEND	4	""	
BFMAG	N_KICKS	25	CSBEND	4	""	
BFMAG	NONLINEAR	1	CSBEND	4	""	
BFMAG	SYNCH_RAD	1	CSBEND	4	""	
BFMAG	EDGE1_EFFECTS	1	CSBEND	4	""	
BFMAG	EDGE2_EFFECTS	1	CSBEND	4	""	
BFMAG	EDGE_ORDER	1	CSBEND	4	""	
BFMAG	INTEGRATION_ORDER	2	CSBEND	4	""	
BFMAG	EDGE1_KICK_LIMIT	-1	CSBEND	4	""	
BFMAG	EDGE2_KICK_LIMIT	-1	CSBEND	4	""	
BFMAG	KICK_LIMIT_SCALING	0	CSBEND	4	""	
BFMAG	USE_BN	0	CSBEND	4	""	
BFMAG	EXPANSION_ORDER	0	CSBEND	4	""	
BFMAG	B1	0	CSBEND	4	""	
BFMAG	B2	0	CSBEND	4	""	
BFMAG	B3	0	CSBEND	4	""	
BFMAG	B4	0	CSBEND	4	""	
BFMAG	B5	0	CSBEND	4	""	
BFMAG	B6	0	CSBEND	4	""	
BFMAG	B7	0	CSBEND	4	""	
BFMAG	B8	0	CSBEND	4	""	
BFMAG	ISR	1	CSBEND	4	""	
BFMAG	ISR1PART	1	CSBEND	4	""	
BFMAG	SQRT_ORDER	0	CSBEND	4	""	
BFMAG	USE_RAD_DIST	0	CSBEND	4	""	
BFMAG	ADD_OPENING_ANGLE	1	CSBEND	4	""	
APERTURE	L	0	ECOL	16	""	
APERTURE	X_MAX	0.02	ECOL	16	""	
APERTURE	Y_MAX	0.012	ECOL	16	""	
APERTURE	DX	0	ECOL	16	""	
APERTURE	DY	0	ECOL	16	""	
APERTURE	EXPONENT	2	ECOL	16	""	
D2	L	0.51	DRIF	1	""	
D2	ORDER	0	DRIF	1	""	
APERTURE	L	0	ECOL	17	""	
APERTURE	X_MAX	0.02	ECOL	17	""	
APERTURE	Y_MAX	0.012	ECOL	17	""	
APERTURE	DX	0	ECOL	17	""	
APERTURE	DY	0	ECOL	17	""	
APERTURE	EXPONENT	2	ECOL	17	""	
BDMAG	L	1.3	CSBEND	5	""	
BDMAG	ANGLE	0.146452	CSBEND	5	""	
BDMAG	K1	-0.555089	CSBEND	5	""	
BDMAG	K2	-4.1	CSBEND	5	""	
BDMAG	K3	0	CSBEND	5	""	
BDMAG	K4	0	CSBEND	5	""	
BDMAG	K5	0	CSBEND	5	""	
BDMAG	K6	0	CSBEND	5	""	
BDMAG	K7	0	CSBEND	5	""	
BDMAG	K8	0	CSBEND	5	""	
BDMAG	E1	0.073226	CSBEND	5	""	
BDMAG	E2	0.073226	CSBEND	5	""	
BDMAG	TILT	0	CSBEND	5	""	
BDMAG	H1	0	CSBEND	5	""	
BDMAG	H2	0	CSBEND	5	""	
BDMAG	HGAP	0	CSBEND	5	""	
BDMAG	FINT	0.5	CSBEND	5	""	
BDMAG	DX	0	CSBEND	5	""	
BDMAG	DY	0	CSBEND	5	""	
BDMAG	DZ	0	CSBEND	5	""	
BDMAG	FSE	0	CSBEND	5	""	
BDMAG	ETILT	0	CSBEND	5	""	
BDMAG	N_KICKS	25	CSBEND	5	""	
BDMAG	NONLINEAR	1	CSBEND	5	""	
BDMAG	SYNCH_RAD	1	CSBEND	5	""	
BDMAG	EDGE1_EFFECTS	1	CSBEND	5	""	
BDMAG	EDGE2_EFFECTS	1	CSBEND	5	""	
BDMAG	EDGE_ORDER	1	CSBEND	5	""	
BDMAG	INTEGRATION_ORDER	2	CSBEND	5	""	
BDMAG	EDGE1_KICK_LIMIT	-1	CSBEND	5	""	
BDMAG	EDGE2_KICK_LIMIT	-1	CSBEND	5	""	
BDMAG	KICK_LIMIT_SCALING	0	CSBEND	5	""	
BDMAG	USE_BN	0	CSBEND	5	""	
BDMAG	EXPANSION_ORDER	0	CSBEND	5	""	
BDMAG	B1	0	CSBEND	5	""	
BDMAG	B2	0	CSBEND	5	""	
BDMAG	B3	0	CSBEND	5	""	
BDMAG	B4	0	CSBEND	5	""	
BDMAG	B5	0	CSBEND	5	""	
BDMAG	B6	0	CSBEND	5	""	
BDMAG	B7	0	CSBEND	5	""	
BDMAG	B8	0	CSBEND	5	""	
BDMAG	ISR	1	CSBEND	5	""	
BDMAG	ISR1PART	1	CSBEND	5	""	
BDMAG	SQRT_ORDER	0	CSBEND	5	""	
BDMAG	USE_RAD_DIST	0	CSBEND	5	""	
BDMAG	ADD_OPENING_ANGLE	1	CSBEND	5	""	
APERTURE	L	0	ECOL	18	""	
APERTURE	X_MAX	0.02	ECOL	18	""	
APERTURE	Y_MAX	0.012	ECOL	18	""	
APERTURE	DX	0	ECOL	18	""	
APERTURE	DY	0	ECOL	18	""	
APERTURE	EXPONENT	2	ECOL	18	""	
D2A	L	0.25	DRIF	5	""	
D2A	ORDER	0	DRIF	5	""	
BX	L	1e-006	HKICK	5	""	
BX	KICK	1e-009	HKICK	5	""	
BX	TILT	0	HKICK	5	""	
BX	B2	0	HKICK	5	""	
BX	CALIBRATION	1	HKICK	5	""	
BX	EDGE_EFFECTS	0	HKICK	5	""	
BX	ORDER	0	HKICK	5	""	
BX	STEERING	1	HKICK	5	""	
D2A	L	0.25	DRIF	6	""	
D2A	ORDER	0	DRIF	6	""	
APERTURE	L	0	ECOL	19	""	
APERTURE	X_MAX	0.02	ECOL	19	""	
APERTURE	Y_MAX	0.012	ECOL	19	""	
APERTURE	DX	0	ECOL	19	""	
APERTURE	DY	0	ECOL	19	""	
APERTURE	EXPONENT	2	ECOL	19	""	
BFMAG	L	1.24	CSBEND	5	""	
BFMAG	ANGLE	0.0570255	CSBEND	5	""	
BFMAG	K1	0.82	CSBEND	5	""	
BFMAG	K2	3.5	CSBEND	5	""	
BFMAG	K3	0	CSBEND	5	""	
BFMAG	K4	0	CSBEND	5	""	
BFMAG	K5	0	CSBEND	5	""	
BFMAG	K6	0	CSBEND	5	""	
BFMAG	K7	0	CSBEND	5	""	
BFMAG	K8	0	CSBEND	5	""	
BFMAG	E1	0.028513	CSBEND	5	""	
BFMAG	E2	0.028513	CSBEND	5	""	
BFMAG	TILT	0	CSBEND	5	""	
BFMAG	H1	0	CSBEND	5	""	
BFMAG	H2	0	CSBEND	5	""	
BFMAG	HGAP	0	CSBEND	5	""	
BFMAG	FINT	0.5	CSBEND	5	""	
BFMAG	DX	0	CSBEND	5	""	
BFMAG	DY	0	CSBEND	5	""	
BFMAG	DZ	0	CSBEND	5	""	
BFMAG	FSE	0	CSBEND	5	""	
BFMAG	ETILT	0	CSBEND	5	""	
BFMAG	N_KICKS	25	CSBEND	5	""	
BFMAG	NONLINEAR	1	CSBEND	5	""	
BFMAG	SYNCH_RAD	1	CSBEND	5	""	
BFMAG	EDGE1_EFFECTS	1	CSBEND	5	""	
BFMAG	EDGE2_EFFECTS	1	CSBEND	5	""	
BFMAG	EDGE_ORDER	1	CSBEND	5	""	
BFMAG	INTEGRATION_ORDER	2	CSBEND	5	""	
BFMAG	EDGE1_KICK_LIMIT	-1	CSBEND	5	""	
BFMAG	EDGE2_KICK_LIMIT	-1	CSBEND	5	""	
BFMAG	KICK_LIMIT_SCALING	0	CSBEND	5	""	
BFMAG	USE_BN	0	CSBEND	5	""	
BFMAG	EXPANSION_ORDER	0	CSBEND	5	""	
BFMAG	B1	0	CSBEND	5	""	
BFMAG	B2	0	CSBEND	5	""	
BFMAG	B3	0	CSBEND	5	""	
BFMAG	B4	0	CSBEND	5	""	
BFMAG	B5	0	CSBEND	5	""	
BFMAG	B6	0	CSBEND	5	""	
BFMAG	B7	0	CSBEND	5	""	
BFMAG	B8	0	CSBEND	5	""	
BFMAG	ISR	1	CSBEND	5	""	
BFMAG	ISR1PART	1	CSBEND	5	""	
BFMAG	SQRT_ORDER	0	CSBEND	5	""	
BFMAG	USE_RAD_DIST	0	CSBEND	5	""	
BFMAG	ADD_OPENING_ANGLE	1	CSBEND	5	""	
APERTURE	L	0	ECOL	20	""	
APERTURE	X_MAX	0.02	ECOL	20	""	
APERTURE	Y_MAX	0.012	ECOL	20	""	
APERTURE	DX	0	ECOL	20	""	
APERTURE	DY	0	ECOL	20	""	
APERTURE	EXPONENT	2	ECOL	20	""	
DSE	L	0.225	DRIF	5	""	
DSE	ORDER	0	DRIF	5	""	
SD	L	0.15	SEXT	2	""	
SD	K2	-0	SEXT	2	""	
SD	TILT	0	SEXT	2	""	
SD	DX	0	SEXT	2	""	
SD	DY	0	SEXT	2	""	
SD	DZ	0	SEXT	2	""	
SD	FSE	0	SEXT	2	""	
SD	ORDER	0	SEXT	2	""	
DSE	L	0.225	DRIF	6	""	
DSE	ORDER	0	DRIF	6	""	
MON	L	1e-006	MONI	4	""	
MON	DX	0	MONI	4	""	
MON	DY	0	MONI	4	""	
MON	WEIGHT	1	MONI	4	""	
MON	TILT	0	MONI	4	""	
MON	XCALIBRATION	1	MONI	4	""	
MON	YCALIBRATION	1	MONI	4	""	
MON	ORDER	0	MONI	4	""	
MON	CO_FITPOINT	0	MONI	4	""	
APERTURE	L	0	ECOL	21	""	
APERTURE	X_MAX	0.02	ECOL	21	""	
APERTURE	Y_MAX	0.012	ECOL	21	""	
APERTURE	DX	0	ECOL	21	""	
APERTURE	DY	0	ECOL	21	""	
APERTURE	EXPONENT	2	ECOL	21	""	
BDMAG	L	1.3	CSBEND	6	""	
BDMAG	ANGLE	0.146452	CSBEND	6	""	
BDMAG	K1	-0.555089	CSBEND	6	""	
BDMAG	K2	-4.1	CSBEND	6	""	
BDMAG	K3	0	CSBEND	6	""	
BDMAG	K4	0	CSBEND	6	""	
BDMAG	K5	0	CSBEND	6	""	
BDMAG	K6	0	CSBEND	6	""	
BDMAG	K7	0	CSBEND	6	""	
BDMAG	K8	0	CSBEND	6	""	
BDMAG	E1	0.073226	CSBEND	6	""	
BDMAG	E2	0.073226	CSBEND	6	""	
BDMAG	TILT	0	CSBEND	6	""	
BDMAG	H1	0	CSBEND	6	""	
BDMAG	H2	0	CSBEND	6	""	
BDMAG	HGAP	0	CSBEND	6	""	
BDMAG	FINT	0.5	CSBEND	6	""	
BDMAG	DX	0	CSBEND	6	""	
BDMAG	DY	0	CSBEND	6	""	
BDMAG	DZ	0	CSBEND	6	""	
BDMAG	FSE	0	CSBEND	6	""	
BDMAG	ETILT	0	CSBEND	6	""	
BDMAG	N_KICKS	25	CSBEND	6	""	
BDMAG	NONLINEAR	1	CSBEND	6	""	
BDMAG	SYNCH_RAD	1	CSBEND	6	""	
BDMAG	EDGE1_EFFECTS	1	CSBEND	6	""	
BDMAG	EDGE2_EFFECTS	1	CSBEND	6	""	
BDMAG	EDGE_ORDER	1	CSBEND	6	""	
BDMAG	INTEGRATION_ORDER	2	CSBEND	6	""	
BDMAG	EDGE1_KICK_LIMIT	-1	CSBEND	6	""	
BDMAG	EDGE2_KICK_LIMIT	-1	CSBEND	6	""	
BDMAG	KICK_LIMIT_SCALING	0	CSBEND	6	""	
BDMAG	USE_BN	0	CSBEND	6	""	
BDMAG	EXPANSION_ORDER	0	CSBEND	6	""	
BDMAG	B1	0	CSBEND	6	""	
BDMAG	B2	0	CSBEND	6	""	
BDMAG	B3	0	CSBEND	6	""	
BDMAG	B4	0	CSBEND	6	""	
BDMAG	B5	0	CSBEND	6	""	
BDMAG	B6	0	CSBEND	6	""	
BDMAG	B7	0	CSBEND	6	""	
BDMAG	B8	0	CSBEND	6	""	
BDMAG	ISR	1	CSBEND	6	""	
BDMAG	ISR1PART	1	CSBEND	6	""	
BDMAG	SQRT_ORDER	0	CSBEND	6	""	
BDMAG	USE_RAD_DIST	0	CSBEND	6	""	
BDMAG	ADD_OPENING_ANGLE	1	CSBEND	6	""	
APERTURE	L	0	ECOL	22	""	
APERTURE	X_MAX	0.02	ECOL	22	""	
APERTURE	Y_MAX	0.012	ECOL	22	""	
APERTURE	DX	0	ECOL	22	""	
APERTURE	DY	0	ECOL	22	""	
APERTURE	EXPONENT	2	ECOL	22	""	
D2A	L	0.25	DRIF	7	""	
D2A	ORDER	0	DRIF	7	""	
BY	L	1e-006	VKICK	3	""	
BY	KICK	1e-009	VKICK	3	""	
BY	TILT	0	VKICK	3	""	
BY	B2	0	VKICK	3	""	
BY	CALIBRATION	1	VKICK	3	""	
BY	EDGE_EFFECTS	0	VKICK	3	""	
BY	ORDER	0	VKICK	3	""	
BY	STEERING	1	VKICK	3	""	
D2A	L	0.25	DRIF	8	""	
D2A	ORDER	0	DRIF	8	""	
APERTURE	L	0	ECOL	23	""	
APERTURE	X_MAX	0.02	ECOL	23	""	
APERTURE	Y_MAX	0.012	ECOL	23	""	
APERTURE	DX	0	ECOL	23	""	
APERTURE	DY	0	ECOL	23	""	
APERTURE	EXPONENT	2	ECOL	23	""	
BFMAG	L	1.24	CSBEND	6	""	
BFMAG	ANGLE	0.0570255	CSBEND	6	""	
BFMAG	K1	0.82	CSBEND	6	""	
BFMAG	K2	3.5	CSBEND	6	""	
BFMAG	K3	0	CSBEND	6	""	
BFMAG	K4	0	CSBEND	6	""	
BFMAG	K5	0	CSBEND	6	""	
BFMAG	K6	0	CSBEND	6	""	
BFMAG	K7	0	CSBEND	6	""	
BFMAG	K8	0	CSBEND	6	""	
BFMAG	E1	0.028513	CSBEND	6	""	
BFMAG	E2	0.028513	CSBEND	6	""	
BFMAG	TILT	0	CSBEND	6	""	
BFMAG	H1	0	CSBEND	6	""	
BFMAG	H2	0	CSBEND	6	""	
BFMAG	HGAP	0	CSBEND	6	""	
BFMAG	FINT	0.5	CSBEND	6	""	
BFMAG	DX	0	CSBEND	6	""	
BFMAG	DY	0	CSBEND	6	""	
BFMAG	DZ	0	CSBEND	6	""	
BFMAG	FSE	0	CSBEND	6	""	
BFMAG	ETILT	0	CSBEND	6	""	
BFMAG	N_KICKS	25	CSBEND	6	""	
BFMAG	NONLINEAR	1	CSBEND	6	""	
BFMAG	SYNCH_RAD	1	CSBEND	6	""	
BFMAG	EDGE1_EFFECTS	1	CSBEND	6	""	
BFMAG	EDGE2_EFFECTS	1	CSBEND	6	""	
BFMAG	EDGE_ORDER	1	CSBEND	6	""	
BFMAG	INTEGRATION_ORDER	2	CSBEND	6	""	
BFMAG	EDGE1_KICK_LIMIT	-1	CSBEND	6	""	
BFMAG	EDGE2_KICK_LIMIT	-1	CSBEND	6	""	
BFMAG	KICK_LIMIT_SCALING	0	CSBEND	6	""	
BFMAG	USE_BN	0	CSBEND	6	""	
BFMAG	EXPANSION_ORDER	0	CSBEND	6	""	
BFMAG	B1	0	CSBEND	6	""	
BFMAG	B2	0	CSBEND	6	""	
BFMAG	B3	0	CSBEND	6	""	
BFMAG	B4	0	CSBEND	6	""	
BFMAG	B5	0	CSBEND	6	""	
BFMAG	B6	0	CSBEND	6	""	
BFMAG	B7	0	CSBEND	6	""	
BFMAG	B8	0	CSBEND	6	""	
BFMAG	ISR	1	CSBEND	6	""	
BFMAG	ISR1PART	1	CSBEND	6	""	
BFMAG	SQRT_ORDER	0	CSBEND	6	""	
BFMAG	USE_RAD_DIST	0	CSBEND	6	""	
BFMAG	ADD_OPENING_ANGLE	1	CSBEND	6	""	
APERTURE	L	0	ECOL	24	""	
APERTURE	X_MAX	0.02	ECOL	24	""	
APERTURE	Y_MAX	0.012	ECOL	24	""	
APERTURE	DX	0	ECOL	24	""	
APERTURE	DY	0	ECOL	24	""	
APERTURE	EXPONENT	2	ECOL	24	""	
DSE	L	0.225	DRIF	7	""	
DSE	ORDER	0	DRIF	7	""	
SF	L	0.15	SEXT	2	""	
SF	K2	0	SEXT	2	""	
SF	TILT	0	SEXT	2	""	
SF	DX	0	SEXT	2	""	
SF	DY	0	SEXT	2	""	
SF	DZ	0	SEXT	2	""	
SF	FSE	0	SEXT	2	""	
SF	ORDER	0	SEXT	2	""	
DSE	L	0.225	DRIF	8	""	
DSE	ORDER	0	DRIF	8	""	
MON	L	1e-006	MONI	5	""	
MON	DX	0	MONI	5	""	
MON	DY	0	MONI	5	""	
MON	WEIGHT	1	MONI	5	""	
MON	TILT	0	MONI	5	""	
MON	XCALIBRATION	1	MONI	5	""	
MON	YCALIBRATION	1	MONI	5	""	
MON	ORDER	0	MONI	5	""	
MON	CO_FITPOINT	0	MONI	5	""	
APERTURE	L	0	ECOL	25	""	
APERTURE	X_MAX	0.02	ECOL	25	""	
APERTURE	Y_MAX	0.012	ECOL	25	""	
APERTURE	DX	0	ECOL	25	""	
APERTURE	DY	0	ECOL	25	""	
APERTURE	EXPONENT	2	ECOL	25	""	
BDMAG	L	1.3	CSBEND	7	""	
BDMAG	ANGLE	0.146452	CSBEND	7	""	
BDMAG	K1	-0.555089	CSBEND	7	""	
BDMAG	K2	-4.1	CSBEND	7	""	
BDMAG	K3	0	CSBEND	7	""	
BDMAG	K4	0	CSBEND	7	""	
BDMAG	K5	0	CSBEND	7	""	
BDMAG	K6	0	CSBEND	7	""	
BDMAG	K7	0	CSBEND	7	""	
BDMAG	K8	0	CSBEND	7	""	
BDMAG	E1	0.073226	CSBEND	7	""	
BDMAG	E2	0.073226	CSBEND	7	""	
BDMAG	TILT	0	CSBEND	7	""	
BDMAG	H1	0	CSBEND	7	""	
BDMAG	H2	0	CSBEND	7	""	
BDMAG	HGAP	0	CSBEND	7	""	
BDMAG	FINT	0.5	CSBEND	7	""	
BDMAG	DX	0	CSBEND	7	""	
BDMAG	DY	0	CSBEND	7	""	
BDMAG	DZ	0	CSBEND	7	""	
BDMAG	FSE	0	CSBEND	7	""	
BDMAG	ETILT	0	CSBEND	7	""	
BDMAG	N_KICKS	25	CSBEND	7	""	
BDMAG	NONLINEAR	1	CSBEND	7	""	
BDMAG	SYNCH_RAD	1	CSBEND	7	""	
BDMAG	EDGE1_EFFECTS	1	CSBEND	7	""	
BDMAG	EDGE2_EFFECTS	1	CSBEND	7	""	
BDMAG	EDGE_ORDER	1	CSBEND	7	""	
BDMAG	INTEGRATION_ORDER	2	CSBEND	7	""	
BDMAG	EDGE1_KICK_LIMIT	-1	CSBEND	7	""	
BDMAG	EDGE2_KICK_LIMIT	-1	CSBEND	7	""	
BDMAG	KICK_LIMIT_SCALING	0	CSBEND	7	""	
BDMAG	USE_BN	0	CSBEND	7	""	
BDMAG	EXPANSION_ORDER	0	CSBEND	7	""	
BDMAG	B1	0	CSBEND	7	""	
BDMAG	B2	0	CSBEND	7	""	
BDMAG	B3	0	CSBEND	7	""	
BDMAG	B4	0	CSBEND	7	""	
BDMAG	B5	0	CSBEND	7	""	
BDMAG	B6	0	CSBEND	7	""	
BDMAG	B7	0	CSBEND	7	""	
BDMAG	B8	0	CSBEND	7	""	
BDMAG	ISR	1	CSBEND	7	""	
BDMAG	ISR1PART	1	CSBEND	7	""	
BDMAG	SQRT_ORDER	0	CSBEND	7	""	
BDMAG	USE_RAD_DIST	0	CSBEND	7	""	
BDMAG	ADD_OPENING_ANGLE	1	CSBEND	7	""	
APERTURE	L	0	ECOL	26	""	
APERTURE	X_MAX	0.02	ECOL	26	""	
APERTURE	Y_MAX	0.012	ECOL	26	""	
APERTURE	DX	0	ECOL	26	""	
APERTURE	DY	0	ECOL	26	""	
APERTURE	EXPONENT	2	ECOL	26	""	
MON	L	1e-006	MONI	6	""	
MON	DX	0	MONI	6	""	
MON	DY	0	MONI	6	""	
MON	WEIGHT	1	MONI	6	""	
MON	TILT	0	MONI	6	""	
MON	XCALIBRATION	1	MONI	6	""	
MON	YCALIBRATION	1	MONI	6	""	
MON	ORDER	0	MONI	6	""	
MON	CO_FITPOINT	0	MONI	6	""	
DE	L	0.53	DRIF	2	""	
DE	ORDER	0	DRIF	2	""	
APERTURE	L	0	ECOL	27	""	
APERTURE	X_MAX	0.02	ECOL	27	""	
APERTURE	Y_MAX	0.012	ECOL	27	""	
APERTURE	DX	0	ECOL	27	""	
APERTURE	DY	0	ECOL	27	""	
APERTURE	EXPONENT	2	ECOL	27	""	
BFMAG	L	1.24	CSBEND	7	""	
BFMAG	ANGLE	0.0570255	CSBEND	7	""	
BFMAG	K1	0.82	CSBEND	7	""	
BFMAG	K2	3.5	CSBEND	7	""	
BFMAG	K3	0	CSBEND	7	""	
BFMAG	K4	0	CSBEND	7	""	
BFMAG	K5	0	CSBEND	7	""	
BFMAG	K6	0	CSBEND	7	""	
BFMAG	K7	0	CSBEND	7	""	
BFMAG	K8	0	CSBEND	7	""	
BFMAG	E1	0.028513	CSBEND	7	""	
BFMAG	E2	0.028513	CSBEND	7	""	
BFMAG	TILT	0	CSBEND	7	""	
BFMAG	H1	0	CSBEND	7	""	
BFMAG	H2	0	CSBEND	7	""	
BFMAG	HGAP	0	CSBEND	7	""	
BFMAG	FINT	0.5	CSBEND	7	""	
BFMAG	DX	0	CSBEND	7	""	
BFMAG	DY	0	CSBEND	7	""	
BFMAG	DZ	0	CSBEND	7	""	
BFMAG	FSE	0	CSBEND	7	""	
BFMAG	ETILT	0	CSBEND	7	""	
BFMAG	N_KICKS	25	CSBEND	7	""	
BFMAG	NONLINEAR	1	CSBEND	7	""	
BFMAG	SYNCH_RAD	1	CSBEND	7	""	
BFMAG	EDGE1_EFFECTS	1	CSBEND	7	""	
BFMAG	EDGE2_EFFECTS	1	CSBEND	7	""	
BFMAG	EDGE_ORDER	1	CSBEND	7	""	
BFMAG	INTEGRATION_ORDER	2	CSBEND	7	""	
BFMAG	EDGE1_KICK_LIMIT	-1	CSBEND	7	""	
BFMAG	EDGE2_KICK_LIMIT	-1	CSBEND	7	""	
BFMAG	KICK_LIMIT_SCALING	0	CSBEND	7	""	
BFMAG	USE_BN	0	CSBEND	7	""	
BFMAG	EXPANSION_ORDER	0	CSBEND	7	""	
BFMAG	B1	0	CSBEND	7	""	
BFMAG	B2	0	CSBEND	7	""	
BFMAG	B3	0	CSBEND	7	""	
BFMAG	B4	0	CSBEND	7	""	
BFMAG	B5	0	CSBEND	7	""	
BFMAG	B6	0	CSBEND	7	""	
BFMAG	B7	0	CSBEND	7	""	
BFMAG	B8	0	CSBEND	7	""	
BFMAG	ISR	1	CSBEND	7	""	
BFMAG	ISR1PART	1	CSBEND	7	""	
BFMAG	SQRT_ORDER	0	CSBEND	7	""	
BFMAG	USE_RAD_DIST	0	CSBEND	7	""	
BFMAG	ADD_OPENING_ANGLE	1	CSBEND	7	""	
APERTURE	L	0	ECOL	28	""	
APERTURE	X_MAX	0.02	ECOL	28	""	
APERTURE	Y_MAX	0.012	ECOL	28	""	
APERTURE	DX	0	ECOL	28	""	
APERTURE	DY	0	ECOL	28	""	
APERTURE	EXPONENT	2	ECOL	28	""	
DD	L	0.25	DRIF	2	""	
DD	ORDER	0	DRIF	2	""	
QD	L	0.2	QUAD	2	""	
QD	K1	-1.35966	QUAD	2	""	
QD	TILT	0	QUAD	2	""	
QD	FFRINGE	0	QUAD	2	""	
QD	DX	0	QUAD	2	""	
QD	DY	0	QUAD	2	""	
QD	DZ	0	QUAD	2	""	
QD	FSE	0	QUAD	2	""	
QD	HKICK	0	QUAD	2	""	
QD	VKICK	0	QUAD	2	""	
QD	HCALIBRATION	1	QUAD	2	""	
QD	VCALIBRATION	1	QUAD	2	""	
QD	HSTEERING	0	QUAD	2	""	
QD	VSTEERING	0	QUAD	2	""	
QD	ORDER	0	QUAD	2	""	
DG	L	0.61	DRIF	2	""	
DG	ORDER	0	DRIF	2	""	
QG	L	0.2	QUAD	2	""	
QG	K1	1.43305	QUAD	2	""	
QG	TILT	0	QUAD	2	""	
QG	FFRINGE	0	QUAD	2	""	
QG	DX	0	QUAD	2	""	
QG	DY	0	QUAD	2	""	
QG	DZ	0	QUAD	2	""	
QG	FSE	0	QUAD	2	""	
QG	HKICK	0	QUAD	2	""	
QG	VKICK	0	QUAD	2	""	
QG	HCALIBRATION	1	QUAD	2	""	
QG	VCALIBRATION	1	QUAD	2	""	
QG	HSTEERING	0	QUAD	2	""	
QG	VSTEERING	0	QUAD	2	""	
QG	ORDER	0	QUAD	2	""	
DC	L	0.75	DRIF	2	""	
DC	ORDER	0	DRIF	2	""	
APERTURE	L	0	ECOL	29	""	
APERTURE	X_MAX	0.02	ECOL	29	""	
APERTURE	Y_MAX	0.012	ECOL	29	""	
APERTURE	DX	0	ECOL	29	""	
APERTURE	DY	0	ECOL	29	""	
APERTURE	EXPONENT	2	ECOL	29	""	
BDMAG	L	1.3	CSBEND	8	""	
BDMAG	ANGLE	0.146452	CSBEND	8	""	
BDMAG	K1	-0.555089	CSBEND	8	""	
BDMAG	K2	-4.1	CSBEND	8	""	
BDMAG	K3	0	CSBEND	8	""	
BDMAG	K4	0	CSBEND	8	""	
BDMAG	K5	0	CSBEND	8	""	
BDMAG	K6	0	CSBEND	8	""	
BDMAG	K7	0	CSBEND	8	""	
BDMAG	K8	0	CSBEND	8	""	
BDMAG	E1	0.073226	CSBEND	8	""	
BDMAG	E2	0.073226	CSBEND	8	""	
BDMAG	TILT	0	CSBEND	8	""	
BDMAG	H1	0	CSBEND	8	""	
BDMAG	H2	0	CSBEND	8	""	
BDMAG	HGAP	0	CSBEND	8	""	
BDMAG	FINT	0.5	CSBEND	8	""	
BDMAG	DX	0	CSBEND	8	""	
BDMAG	DY	0	CSBEND	8	""	
BDMAG	DZ	0	CSBEND	8	""	
BDMAG	FSE	0	CSBEND	8	""	
BDMAG	ETILT	0	CSBEND	8	""	
BDMAG	N_KICKS	25	CSBEND	8	""	
BDMAG	NONLINEAR	1	CSBEND	8	""	
BDMAG	SYNCH_RAD	1	CSBEND	8	""	
BDMAG	EDGE1_EFFECTS	1	CSBEND	8	""	
BDMAG	EDGE2_EFFECTS	1	CSBEND	8	""	
BDMAG	EDGE_ORDER	1	CSBEND	8	""	
BDMAG	INTEGRATION_ORDER	2	CSBEND	8	""	
BDMAG	EDGE1_KICK_LIMIT	-1	CSBEND	8	""	
BDMAG	EDGE2_KICK_LIMIT	-1	CSBEND	8	""	
BDMAG	KICK_LIMIT_SCALING	0	CSBEND	8	""	
BDMAG	USE_BN	0	CSBEND	8	""	
BDMAG	EXPANSION_ORDER	0	CSBEND	8	""	
BDMAG	B1	0	CSBEND	8	""	
BDMAG	B2	0	CSBEND	8	""	
BDMAG	B3	0	CSBEND	8	""	
BDMAG	B4	0	CSBEND	8	""	
BDMAG	B5	0	CSBEND	8	""	
BDMAG	B6	0	CSBEND	8	""	
BDMAG	B7	0	CSBEND	8	""	
BDMAG	B8	0	CSBEND	8	""	
BDMAG	ISR	1	CSBEND	8	""	
